delivered_msgs,dropped_msgs,node_pub,node_sub,period_max_nsecs,period_max_secs,period_mean_nsecs,period_mean_secs,period_stddev_nsecs,period_stddev_secs,stamp_age_max_nsecs,stamp_age_max_secs,stamp_age_mean_nsecs,stamp_age_mean_secs,stamp_age_stddev_nsecs,stamp_age_stddev_secs,topic,traffic,window_start_nsecs,window_start_secs,window_stop_nsecs,window_stop_secs
707,0,"/play_1540914997769202961","/husky1/octomap_server",39421239,0,2826885,0,4687766,0,0,0,0,0,0,0,"/tf",153100,279981575,1540915042,284341698,1540915044
709,0,"/play_1540914993920966559","/husky2/octomap_server",38278108,0,2814577,0,5120519,0,0,0,0,0,0,0,"/tf2",155537,359338050,1540915042,362172328,1540915044
9,0,"/play_1540914993920966559","/husky2/octomap_server",213827671,0,133612384,0,60652764,0,29063646,288461,871188621,288460,87010182,0,"/rgbdt_fusion/velodyne_points_no_human2",1748748,655684118,1540915043,724577721,1540915044
7,0,"/play_1540914993920966559","/image_republisher_1540915002353178503",170747456,0,162915048,0,4368638,0,790845704,288460,769607548,288460,13279257,0,"/vision_tracking/rgb_image1/compressed",398080,352130570,1540915044,490866788,1540915045
7,0,"/play_1540914993920966559","/husky2/octomap_server",172603627,0,160858462,0,8916165,0,826955385,288460,805861766,288460,11547338,0,"/rgbdt_fusion/velodyne_points_no_human2",1361796,724577721,1540915044,853566385,1540915045
7,0,"/play_1540914993920966559","/image_republisher_1540915002353178503",171018408,0,163878917,0,4172229,0,786495761,288460,778293384,288460,9315915,0,"/vision_tracking/rgb_image1/compressed",396705,490866788,1540915045,633920855,1540915046
8,0,"/image_republisher_1540914999684871437","/record_1540915040994989425",162588567,0,155718819,0,5331630,0,0,0,0,0,0,0,"/vision_tracking/rgb_image",6064456,799811650,1540915045,889834063,1540915046
7,0,"/play_1540914993920966559","/husky2/octomap_server",173699114,0,163817301,0,8896113,0,828196247,288460,815899241,288460,10983491,0,"/rgbdt_fusion/velodyne_points_no_human2",1360212,853566385,1540915045,997341940,1540915046
9,0,"/play_1540914997769202961","/record_1540915040994989425",160990031,0,140257168,0,27115371,0,0,0,0,0,0,0,"/rgbdt_fusion/human_center_cloud2",855,118432435,1540915046,240478075,1540915047
9,0,"/play_1540914997769202961","/record_1540915040994989425",160862158,0,140260396,0,27030350,0,0,0,0,0,0,0,"/rgbdt_fusion/velodyne_points_no_human",1708972,118501140,1540915046,240577573,1540915047
9,0,"/play_1540914997769202961","/husky1/octomap_server",161215003,0,140449878,0,27192678,0,96020416,288446,2898075,288446,45513567,0,"/rgbdt_fusion/velodyne_points_no_human",1708972,118610432,1540915046,242204443,1540915047
8,0,"/husky1/octomap_server","/record_1540915040994989425",187071431,0,146185154,0,25977143,0,0,0,0,0,0,0,"/husky1/octomap_full",6781001,282787585,1540915046,306061000,1540915047
7,0,"/play_1540914993920966559","/image_republisher_1540915002353178503",168105331,0,162452712,0,2851753,0,789043278,288460,771530239,288460,10207551,0,"/vision_tracking/rgb_image1/compressed",396007,633920855,1540915046,763350986,1540915047
7,0,"/play_1540914997769202961","/image_republisher_1540914999684871437",161051270,0,154285897,0,4770097,0,979402130,288445,948406301,288445,15258097,0,"/vision_tracking/rgb_image/compressed",331060,883596771,1540915046,970544341,1540915047
7,0,"/image_republisher_1540914999684871437","/record_1540915040994989425",161128970,0,154200662,0,4380582,0,0,0,0,0,0,0,"/vision_tracking/rgb_image",5306399,889834063,1540915046,974698721,1540915047
7,0,"/play_1540914993920966559","/husky2/octomap_server",163955209,0,160666134,0,2389386,0,827414513,288460,813337793,288460,9951449,0,"/rgbdt_fusion/velodyne_points_no_human2",1357764,997341940,1540915046,127555465,1540915048
1946,0,"/play_1540914997769202961","/husky1/octomap_server",39355652,0,2060698,0,4356812,0,0,0,0,0,0,0,"/tf",365231,284341698,1540915044,292565365,1540915048
7,0,"/husky1/octomap_server","/record_1540915040994989425",181070161,0,148978280,0,22640859,0,0,0,0,0,0,0,"/husky1/octomap_full",6868494,306061000,1540915047,312099738,1540915048
7,0,"/play_1540914997769202961","/record_1540915040994989425",160716223,0,155514365,0,3718422,0,0,0,0,0,0,0,"/rgbdt_fusion/human_center_cloud2",665,240478075,1540915047,322894860,1540915048
7,0,"/play_1540914997769202961","/record_1540915040994989425",160725413,0,155518140,0,3733563,0,0,0,0,0,0,0,"/rgbdt_fusion/velodyne_points_no_human",1332596,240577573,1540915047,322976743,1540915048
7,0,"/play_1540914997769202961","/husky1/octomap_server",160821564,0,155226508,0,3506826,0,12171811,288446,984043881,288445,14920907,0,"/rgbdt_fusion/velodyne_points_no_human",1332596,242204443,1540915047,322956056,1540915048
1413,0,"/play_1540914993920966559","/husky2/octomap_server",39710536,0,2830044,0,5151690,0,0,0,0,0,0,0,"/tf2",308193,362172328,1540915044,368200142,1540915048
7,0,"/play_1540914993920966559","/image_republisher_1540915002353178503",172144115,0,161449331,0,7014473,0,790572555,288460,768900507,288460,9476353,0,"/vision_tracking/rgb_image1/compressed",394857,763350986,1540915047,893059753,1540915048
7,0,"/play_1540914997769202961","/image_republisher_1540914999684871437",164243833,0,154368988,0,5099068,0,957473794,288445,941988099,288445,10174296,0,"/vision_tracking/rgb_image/compressed",337545,970544341,1540915047,57762913,1540915049
7,0,"/image_republisher_1540914999684871437","/record_1540915040994989425",163320129,0,154909657,0,4588845,0,0,0,0,0,0,0,"/vision_tracking/rgb_image",5306399,974698721,1540915047,64396099,1540915049
7,0,"/play_1540914993920966559","/husky2/octomap_server",164269997,0,161439016,0,2412605,0,820046098,288460,804263639,288460,9433568,0,"/rgbdt_fusion/velodyne_points_no_human2",1362820,127555465,1540915048,258531713,1540915049
7,0,"/husky1/octomap_server","/record_1540915040994989425",165086998,0,154326590,0,5538576,0,0,0,0,0,0,0,"/husky1/octomap_full",6859924,312099738,1540915048,371618853,1540915049
7,0,"/play_1540914997769202961","/record_1540915040994989425",163506901,0,154433887,0,5579635,0,0,0,0,0,0,0,"/rgbdt_fusion/human_center_cloud2",665,322894860,1540915048,412404569,1540915049
7,0,"/play_1540914997769202961","/record_1540915040994989425",163804123,0,154434385,0,5727666,0,0,0,0,0,0,0,"/rgbdt_fusion/velodyne_points_no_human",1332004,322976743,1540915048,412482252,1540915049
7,0,"/play_1540914997769202961","/husky1/octomap_server",163770360,0,154452967,0,5720751,0,996482220,288445,983174535,288445,8512617,0,"/rgbdt_fusion/velodyne_points_no_human",1332004,322956056,1540915048,412458024,1540915049
7,0,"/play_1540914993920966559","/image_republisher_1540915002353178503",171086111,0,161053866,0,5428182,0,774324598,288460,761722744,288460,9024069,0,"/vision_tracking/rgb_image1/compressed",392839,893059753,1540915048,33937879,1540915050
7,0,"/play_1540914997769202961","/image_republisher_1540914999684871437",161181243,0,155925934,0,5091348,0,953133281,288445,939402037,288445,9748677,0,"/vision_tracking/rgb_image/compressed",341297,57762913,1540915049,154273337,1540915050
7,0,"/image_republisher_1540914999684871437","/record_1540915040994989425",161202173,0,155874645,0,4163892,0,0,0,0,0,0,0,"/vision_tracking/rgb_image",5306399,64396099,1540915049,157661100,1540915050
7,0,"/play_1540914993920966559","/husky2/octomap_server",163989838,0,162143999,0,1618332,0,815768412,288460,801526634,288460,9792586,0,"/rgbdt_fusion/velodyne_points_no_human2",1363108,258531713,1540915049,401160910,1540915050
7,0,"/husky1/octomap_server","/record_1540915040994989425",179458011,0,157561342,0,14590430,0,0,0,0,0,0,0,"/husky1/octomap_full",6892974,371618853,1540915049,464593107,1540915050
7,0,"/play_1540914997769202961","/record_1540915040994989425",165496564,0,156364568,0,6794814,0,0,0,0,0,0,0,"/rgbdt_fusion/velodyne_points_no_human",1327716,412482252,1540915049,511018966,1540915050
7,0,"/play_1540914997769202961","/record_1540915040994989425",166988203,0,156414721,0,8092280,0,0,0,0,0,0,0,"/rgbdt_fusion/human_center_cloud2",665,412404569,1540915049,511352192,1540915050
7,0,"/play_1540914997769202961","/husky1/octomap_server",166076917,0,156505968,0,6927289,0,993461106,288445,982866859,288445,8155783,0,"/rgbdt_fusion/velodyne_points_no_human",1327716,412458024,1540915049,512014246,1540915050
7,0,"/play_1540914993920966559","/image_republisher_1540915002353178503",172412175,0,162537828,0,7432720,0,786055625,288460,768542263,288460,11106902,0,"/vision_tracking/rgb_image1/compressed",390017,33937879,1540915050,173679532,1540915051
7,0,"/play_1540914997769202961","/image_republisher_1540914999684871437",161829975,0,154327446,0,5026430,0,957653222,288445,943798955,288445,8417179,0,"/vision_tracking/rgb_image/compressed",341275,154273337,1540915050,231206633,1540915051
7,0,"/image_republisher_1540914999684871437","/record_1540915040994989425",165693541,0,154292940,0,7367111,0,0,0,0,0,0,0,"/vision_tracking/rgb_image",5306399,157661100,1540915050,234889220,1540915051
7,0,"/play_1540914993920966559","/husky2/octomap_server",170070136,0,162784041,0,3477283,0,818521827,288460,806948544,288460,10367109,0,"/rgbdt_fusion/velodyne_points_no_human2",1361428,401160910,1540915050,539480783,1540915051
7,0,"/husky1/octomap_server","/record_1540915040994989425",192504157,0,156174332,0,19693615,0,0,0,0,0,0,0,"/husky1/octomap_full",6957864,464593107,1540915050,564469570,1540915051
7,0,"/play_1540914997769202961","/record_1540915040994989425",161110821,0,153756950,0,6717836,0,0,0,0,0,0,0,"/rgbdt_fusion/human_center_cloud2",665,511352192,1540915050,583394998,1540915051
7,0,"/play_1540914997769202961","/record_1540915040994989425",161101978,0,153722499,0,6553561,0,0,0,0,0,0,0,"/rgbdt_fusion/velodyne_points_no_human",1331572,511018966,1540915050,583488593,1540915051
7,0,"/play_1540914997769202961","/husky1/octomap_server",160985713,0,153733819,0,6621643,0,322457,288446,982544472,288445,13795724,0,"/rgbdt_fusion/velodyne_points_no_human",1331572,512014246,1540915050,583748255,1540915051
7,0,"/play_1540914993920966559","/image_republisher_1540915002353178503",170922490,0,162903540,0,4423384,0,774744421,288460,764395476,288460,7854749,0,"/vision_tracking/rgb_image1/compressed",386253,173679532,1540915051,312106442,1540915052
7,0,"/play_1540914997769202961","/image_republisher_1540914999684871437",165005331,0,156633935,0,6071106,0,969685838,288445,939615190,288445,14295457,0,"/vision_tracking/rgb_image/compressed",342809,231206633,1540915051,332066166,1540915052
7,0,"/image_republisher_1540914999684871437","/record_1540915040994989425",164439758,0,156372049,0,6222794,0,0,0,0,0,0,0,"/vision_tracking/rgb_image",5306399,234889220,1540915051,335036531,1540915052
7,0,"/husky1/octomap_server","/record_1540915040994989425",171835698,0,152040877,0,11419916,0,0,0,0,0,0,0,"/husky1/octomap_full",6990739,564469570,1540915051,630900832,1540915052
7,0,"/play_1540914993920966559","/husky2/octomap_server",169441385,0,162488951,0,3521576,0,814799941,288460,799531182,288460,8038653,0,"/rgbdt_fusion/velodyne_points_no_human2",1355524,539480783,1540915051,674739941,1540915052
7,0,"/play_1540914997769202961","/record_1540915040994989425",163821683,0,157747471,0,6493317,0,0,0,0,0,0,0,"/rgbdt_fusion/velodyne_points_no_human",1333188,583488593,1540915051,683237673,1540915052
7,0,"/play_1540914997769202961","/record_1540915040994989425",164154173,0,157798478,0,6553891,0,0,0,0,0,0,0,"/rgbdt_fusion/human_center_cloud2",665,583394998,1540915051,683480431,1540915052
7,0,"/play_1540914997769202961","/husky1/octomap_server",165210181,0,158029115,0,7407203,0,995855874,288445,978029484,288445,12295124,0,"/rgbdt_fusion/velodyne_points_no_human",1333188,583748255,1540915051,685103874,1540915052
7,0,"/play_1540914997769202961","/image_republisher_1540914999684871437",164365749,0,156602895,0,5599523,0,957131720,288445,942471358,288445,8917178,0,"/vision_tracking/rgb_image/compressed",342503,332066166,1540915052,428711750,1540915053
7,0,"/image_republisher_1540914999684871437","/record_1540915040994989425",161150119,0,156573341,0,4113392,0,0,0,0,0,0,0,"/vision_tracking/rgb_image",5306399,335036531,1540915052,431484275,1540915053
7,0,"/play_1540914993920966559","/image_republisher_1540915002353178503",171034321,0,163253445,0,3541115,0,774068448,288460,763471982,288460,8193176,0,"/vision_tracking/rgb_image1/compressed",384478,312106442,1540915052,452605192,1540915053
7,0,"/husky1/octomap_server","/record_1540915040994989425",181644377,0,156533232,0,15842511,0,0,0,0,0,0,0,"/husky1/octomap_full",6952559,630900832,1540915052,736507707,1540915053
7,0,"/play_1540914997769202961","/record_1540915040994989425",163726114,0,154333733,0,6615159,0,0,0,0,0,0,0,"/rgbdt_fusion/human_center_cloud2",665,683480431,1540915052,767460703,1540915053
7,0,"/play_1540914997769202961","/record_1540915040994989425",162894124,0,154339121,0,5931301,0,0,0,0,0,0,0,"/rgbdt_fusion/velodyne_points_no_human",1332468,683237673,1540915052,767564360,1540915053
7,0,"/play_1540914997769202961","/husky1/octomap_server",162938735,0,154424582,0,6219364,0,2994339,288446,984823142,288445,11544342,0,"/rgbdt_fusion/velodyne_points_no_human",1332468,685103874,1540915052,768276754,1540915053
7,0,"/play_1540914993920966559","/husky2/octomap_server",172543299,0,163003681,0,5017718,0,832485729,288460,811035407,288460,11168452,0,"/rgbdt_fusion/velodyne_points_no_human2",1360708,674739941,1540915052,815348564,1540915053
7,0,"/play_1540914997769202961","/image_republisher_1540914999684871437",165199766,0,155988660,0,6703630,0,956300169,288445,945372391,288445,10023414,0,"/vision_tracking/rgb_image/compressed",345391,428711750,1540915053,512220738,1540915054
7,0,"/image_republisher_1540914999684871437","/record_1540915040994989425",163821874,0,155944233,0,6475711,0,0,0,0,0,0,0,"/vision_tracking/rgb_image",5306399,431484275,1540915053,516421956,1540915054
7,0,"/play_1540914993920966559","/image_republisher_1540915002353178503",171121604,0,162654896,0,4005475,0,791489349,288460,778958565,288460,9915399,0,"/vision_tracking/rgb_image1/compressed",386439,452605192,1540915053,589573886,1540915054
7,0,"/husky1/octomap_server","/record_1540915040994989425",187014109,0,159644161,0,20384340,0,0,0,0,0,0,0,"/husky1/octomap_full",7094274,736507707,1540915053,838656800,1540915054
7,0,"/play_1540914997769202961","/record_1540915040994989425",158033794,0,154333749,0,4202142,0,0,0,0,0,0,0,"/rgbdt_fusion/human_center_cloud2",665,767460703,1540915053,862297665,1540915054
7,0,"/play_1540914997769202961","/record_1540915040994989425",158317278,0,154339004,0,4221097,0,0,0,0,0,0,0,"/rgbdt_fusion/velodyne_points_no_human",1334724,767564360,1540915053,862407487,1540915054
7,0,"/play_1540914997769202961","/husky1/octomap_server",158760406,0,154139092,0,5062426,0,996327835,288445,984331233,288445,7246732,0,"/rgbdt_fusion/velodyne_points_no_human",1334724,768276754,1540915053,863083840,1540915054
7,0,"/play_1540914993920966559","/husky2/octomap_server",173637069,0,163251678,0,6636929,0,823160140,288460,807361441,288460,8705452,0,"/rgbdt_fusion/velodyne_points_no_human2",1361796,815348564,1540915053,955644145,1540915054
7,0,"/play_1540914997769202961","/image_republisher_1540914999684871437",163723247,0,156332820,0,5895379,0,947128223,288445,934752775,288445,10977416,0,"/vision_tracking/rgb_image/compressed",339307,512220738,1540915054,601664809,1540915055
7,0,"/image_republisher_1540914999684871437","/record_1540915040994989425",163985644,0,156403942,0,6121805,0,0,0,0,0,0,0,"/vision_tracking/rgb_image",5306399,516421956,1540915054,605588513,1540915055
7,0,"/play_1540914993920966559","/image_republisher_1540915002353178503",170557981,0,163057451,0,3879798,0,780983583,288460,770620533,288460,8007200,0,"/vision_tracking/rgb_image1/compressed",384771,589573886,1540915054,733159129,1540915055
7,0,"/husky1/octomap_server","/record_1540915040994989425",174214186,0,158479915,0,10944625,0,0,0,0,0,0,0,"/husky1/octomap_full",7251124,838656800,1540915054,937935165,1540915055
7,0,"/play_1540914997769202961","/record_1540915040994989425",167567098,0,154713663,0,7746784,0,0,0,0,0,0,0,"/rgbdt_fusion/human_center_cloud2",665,862297665,1540915054,949570677,1540915055
7,0,"/play_1540914997769202961","/record_1540915040994989425",167471881,0,154674720,0,7737290,0,0,0,0,0,0,0,"/rgbdt_fusion/velodyne_points_no_human",1339508,862407487,1540915054,949641502,1540915055
7,0,"/play_1540914997769202961","/husky1/octomap_server",169594595,0,154728142,0,8580549,0,979723567,288445,971012171,288445,7970470,0,"/rgbdt_fusion/velodyne_points_no_human",1339508,863083840,1540915054,950649034,1540915055
7,0,"/play_1540914993920966559","/husky2/octomap_server",170234562,0,163314803,0,3379546,0,823508044,288460,809536328,288460,8034988,0,"/rgbdt_fusion/velodyne_points_no_human2",1356004,955644145,1540915054,96679866,1540915056
7,0,"/husky2/octomap_server","/rostopic_6660_1540915054707",191458940,0,164129654,0,17858191,0,0,0,0,0,0,0,"/husky2/octomap_full",5412912,90882062,1540915055,242089986,1540915056
3867,0,"/play_1540914997769202961","/husky1/octomap_server",40104313,0,2071126,0,4771767,0,0,0,0,0,0,0,"/tf",726616,292565365,1540915048,300019656,1540915056
2838,0,"/play_1540914993920966559","/husky2/octomap_server",39155188,0,2824217,0,4716032,0,0,0,0,0,0,0,"/tf2",619956,368200142,1540915048,380823266,1540915056
7,0,"/play_1540914997769202961","/image_republisher_1540914999684871437",161197865,0,154361665,0,4754296,0,959781719,288445,941151920,288445,10473903,0,"/vision_tracking/rgb_image/compressed",334744,601664809,1540915055,682360867,1540915056
7,0,"/image_republisher_1540914999684871437","/record_1540915040994989425",161068551,0,154501698,0,3630633,0,0,0,0,0,0,0,"/vision_tracking/rgb_image",5306399,605588513,1540915055,685845594,1540915056
7,0,"/play_1540914993920966559","/image_republisher_1540915002353178503",166733135,0,163223053,0,3065914,0,786502982,288460,768502364,288460,11108967,0,"/vision_tracking/rgb_image1/compressed",383515,733159129,1540915055,876595120,1540915056
7,0,"/husky1/octomap_server","/record_1540915040994989425",177652382,0,152746476,0,17968347,0,0,0,0,0,0,0,"/husky1/octomap_full",7251419,937935165,1540915055,6418133,1540915057
7,0,"/play_1540914997769202961","/record_1540915040994989425",163595422,0,155824715,0,6296996,0,0,0,0,0,0,0,"/rgbdt_fusion/velodyne_points_no_human",1330548,949641502,1540915055,37206570,1540915057
7,0,"/play_1540914997769202961","/record_1540915040994989425",163728284,0,155861304,0,6012999,0,0,0,0,0,0,0,"/rgbdt_fusion/human_center_cloud2",665,949570677,1540915055,37263320,1540915057
7,0,"/play_1540914997769202961","/husky1/octomap_server",164266976,0,155734870,0,6335692,0,993034527,288445,982962427,288445,6386103,0,"/rgbdt_fusion/velodyne_points_no_human",1330548,950649034,1540915055,37871763,1540915057
7,0,"/play_1540914993920966559","/husky2/octomap_server",171073041,0,164462640,0,5736491,0,820956128,288460,808641435,288460,11489070,0,"/rgbdt_fusion/velodyne_points_no_human2",1360084,96679866,1540915056,244209191,1540915057
7,0,"/husky2/octomap_server","/rostopic_6660_1540915054707",189587117,0,160096645,0,20038188,0,0,0,0,0,0,0,"/husky2/octomap_full",5604787,242089986,1540915056,390588045,1540915057
7,0,"/play_1540914997769202961","/image_republisher_1540914999684871437",161063465,0,154380980,0,4653564,0,956287870,288445,942863267,288445,12084250,0,"/vision_tracking/rgb_image/compressed",338580,682360867,1540915056,769476107,1540915057
7,0,"/image_republisher_1540914999684871437","/record_1540915040994989425",161741238,0,154274825,0,4745278,0,0,0,0,0,0,0,"/vision_tracking/rgb_image",5306399,685845594,1540915056,772673454,1540915057
7,0,"/husky1/octomap_server","/rostopic_6696_1540915056384",188596964,0,158566832,0,17354711,0,0,0,0,0,0,0,"/husky1/octomap_full",7327997,726499080,1540915056,801279067,1540915057
7,0,"/play_1540914993920966559","/image_republisher_1540915002353178503",164873262,0,161625577,0,2199318,0,781704274,288460,767210541,288460,10171143,0,"/vision_tracking/rgb_image1/compressed",382384,876595120,1540915056,8311585,1540915058
7,0,"/play_1540914997769202961","/record_1540915040994989425",165140350,0,154983792,0,4987484,0,0,0,0,0,0,0,"/rgbdt_fusion/human_center_cloud2",665,37263320,1540915057,115610988,1540915058
7,0,"/play_1540914997769202961","/record_1540915040994989425",165139940,0,154985826,0,4985595,0,0,0,0,0,0,0,"/rgbdt_fusion/velodyne_points_no_human",1324644,37206570,1540915057,115682068,1540915058
7,0,"/play_1540914997769202961","/husky1/octomap_server",165216408,0,154950924,0,5062690,0,996898494,288445,981401149,288445,10661309,0,"/rgbdt_fusion/velodyne_points_no_human",1324644,37871763,1540915057,115849042,1540915058
7,0,"/husky1/octomap_server","/record_1540915040994989425",167975560,0,155450188,0,12588142,0,0,0,0,0,0,0,"/husky1/octomap_full",7565609,6418133,1540915057,127966894,1540915058
7,0,"/play_1540914993920966559","/husky2/octomap_server",162946166,0,160890672,0,1157655,0,821083334,288460,806750408,288460,8495573,0,"/rgbdt_fusion/velodyne_points_no_human2",1357012,244209191,1540915057,367817895,1540915058
7,0,"/husky2/octomap_server","/rostopic_6660_1540915054707",175882817,0,161785324,0,7243410,0,0,0,0,0,0,0,"/husky2/octomap_full",5532572,390588045,1540915057,519362926,1540915058
7,0,"/play_1540914997769202961","/image_republisher_1540914999684871437",165197641,0,154255578,0,6427065,0,950514623,288445,937861950,288445,9599718,0,"/vision_tracking/rgb_image/compressed",326910,769476107,1540915057,846020598,1540915058
7,0,"/image_republisher_1540914999684871437","/record_1540915040994989425",166280400,0,154370262,0,6619227,0,0,0,0,0,0,0,"/vision_tracking/rgb_image",5306399,772673454,1540915057,850663675,1540915058
7,0,"/husky1/octomap_server","/rostopic_6696_1540915056384",162441015,0,154974341,0,7780745,0,0,0,0,0,0,0,"/husky1/octomap_full",8008427,801279067,1540915057,897361040,1540915058
7,0,"/play_1540914993920966559","/image_republisher_1540915002353178503",171431327,0,165411835,0,4536426,0,777637284,288460,771560747,288460,4306701,0,"/vision_tracking/rgb_image1/compressed",382502,8311585,1540915058,158627897,1540915059
7,0,"/husky1/octomap_server","/record_1540915040994989425",161570215,0,148882802,0,9257051,0,0,0,0,0,0,0,"/husky1/octomap_full",8031629,127966894,1540915058,179475776,1540915059
7,0,"/play_1540914997769202961","/record_1540915040994989425",160865894,0,155858192,0,5131796,0,0,0,0,0,0,0,"/rgbdt_fusion/velodyne_points_no_human",1317924,115682068,1540915058,200695578,1540915059
7,0,"/play_1540914997769202961","/record_1540915040994989425",160896338,0,155855196,0,5125963,0,0,0,0,0,0,0,"/rgbdt_fusion/human_center_cloud2",665,115610988,1540915058,200759664,1540915059
7,0,"/play_1540914997769202961","/husky1/octomap_server",162421116,0,155790846,0,5604997,0,986074412,288445,977610636,288445,6941403,0,"/rgbdt_fusion/velodyne_points_no_human",1317924,115849042,1540915058,200904525,1540915059
7,0,"/play_1540914993920966559","/husky2/octomap_server",176827584,0,165026341,0,6645098,0,815091031,288460,806763973,288460,6114205,0,"/rgbdt_fusion/velodyne_points_no_human2",1354116,367817895,1540915058,531856081,1540915059
7,0,"/husky2/octomap_server","/rostopic_6660_1540915054707",187149047,0,168368339,0,10737923,0,0,0,0,0,0,0,"/husky2/octomap_full",5495732,519362926,1540915058,687424898,1540915059
7,0,"/play_1540914997769202961","/image_republisher_1540914999684871437",161440810,0,155606280,0,5501681,0,958325095,288445,946900447,288445,11477509,0,"/vision_tracking/rgb_image/compressed",330397,846020598,1540915058,943189831,1540915059
7,0,"/image_republisher_1540914999684871437","/record_1540915040994989425",162242097,0,155916285,0,5026828,0,0,0,0,0,0,0,"/vision_tracking/rgb_image",5306399,850663675,1540915058,947618388,1540915059
7,0,"/husky1/octomap_server","/rostopic_6696_1540915056384",189454078,0,159159143,0,15893740,0,0,0,0,0,0,0,"/husky1/octomap_full",7803127,897361040,1540915058,993046998,1540915059
7,0,"/husky1/octomap_server","/record_1540915040994989425",189620480,0,157667319,0,14482230,0,0,0,0,0,0,0,"/husky1/octomap_full",7599159,179475776,1540915059,294128031,1540915060
7,0,"/play_1540914997769202961","/record_1540915040994989425",165088655,0,158131045,0,7254676,0,0,0,0,0,0,0,"/rgbdt_fusion/human_center_cloud2",665,200759664,1540915059,298481836,1540915060
7,0,"/play_1540914997769202961","/record_1540915040994989425",164985495,0,158155063,0,7266326,0,0,0,0,0,0,0,"/rgbdt_fusion/velodyne_points_no_human",1323652,200695578,1540915059,298696701,1540915060
7,0,"/play_1540914997769202961","/husky1/octomap_server",164413582,0,157966980,0,7120135,0,992615384,288445,983039856,288445,7801320,0,"/rgbdt_fusion/velodyne_points_no_human",1323652,200904525,1540915059,298585687,1540915060
7,0,"/play_1540914993920966559","/image_republisher_1540915002353178503",173611289,0,164084451,0,6885274,0,786863770,288460,761590652,288460,12123961,0,"/vision_tracking/rgb_image1/compressed",379080,158627897,1540915059,313472507,1540915060
7,0,"/play_1540914993920966559","/husky2/octomap_server",171529852,0,163838908,0,4880454,0,820956692,288460,804075549,288460,11685733,0,"/rgbdt_fusion/velodyne_points_no_human2",1349860,531856081,1540915059,673336224,1540915060
7,0,"/husky2/octomap_server","/rostopic_6660_1540915054707",181740999,0,163163304,0,9487887,0,0,0,0,0,0,0,"/husky2/octomap_full",5495262,687424898,1540915059,817044973,1540915060
7,0,"/play_1540914997769202961","/image_republisher_1540914999684871437",166277428,0,155447469,0,6983408,0,962547167,288445,943468728,288445,10207466,0,"/vision_tracking/rgb_image/compressed",329464,943189831,1540915059,30825948,1540915061
7,0,"/image_republisher_1540914999684871437","/record_1540915040994989425",166009864,0,155501176,0,7318936,0,0,0,0,0,0,0,"/vision_tracking/rgb_image",5306399,947618388,1540915059,34533327,1540915061
7,0,"/husky1/octomap_server","/rostopic_6696_1540915056384",169892073,0,160831173,0,7328233,0,0,0,0,0,0,0,"/husky1/octomap_full",7593577,993046998,1540915059,109285116,1540915061
7,0,"/play_1540914997769202961","/record_1540915040994989425",161784818,0,155982130,0,5213076,0,0,0,0,0,0,0,"/rgbdt_fusion/human_center_cloud2",665,298481836,1540915060,382909376,1540915061
7,0,"/play_1540914997769202961","/record_1540915040994989425",161788749,0,155970052,0,5230105,0,0,0,0,0,0,0,"/rgbdt_fusion/velodyne_points_no_human",1338820,298696701,1540915060,383031349,1540915061
7,0,"/play_1540914997769202961","/husky1/octomap_server",161824459,0,155789611,0,5841289,0,995048311,288445,980338207,288445,10787756,0,"/rgbdt_fusion/velodyne_points_no_human",1338820,298585687,1540915060,384292311,1540915061
7,0,"/play_1540914993920966559","/image_republisher_1540915002353178503",171062945,0,161637038,0,4870403,0,785002978,288460,768543042,288460,8795125,0,"/vision_tracking/rgb_image1/compressed",385697,313472507,1540915060,448100136,1540915061
7,0,"/husky1/octomap_server","/record_1540915040994989425",183958377,0,169612540,0,8129370,0,0,0,0,0,0,0,"/husky1/octomap_full",7697774,294128031,1540915060,467111513,1540915061
7,0,"/play_1540914993920966559","/husky2/octomap_server",167043923,0,162606057,0,3643830,0,822107167,288460,805872485,288460,9436301,0,"/rgbdt_fusion/velodyne_points_no_human2",1346612,673336224,1540915060,815391167,1540915061
7,0,"/husky2/octomap_server","/rostopic_6660_1540915054707",189122915,0,160719990,0,15852949,0,0,0,0,0,0,0,"/husky2/octomap_full",5413737,817044973,1540915060,949134111,1540915061
7,0,"/play_1540914997769202961","/image_republisher_1540914999684871437",161259989,0,156003156,0,4179134,0,955057602,288445,942428394,288445,7328943,0,"/vision_tracking/rgb_image/compressed",330777,30825948,1540915061,127914574,1540915062
7,0,"/image_republisher_1540914999684871437","/record_1540915040994989425",162606075,0,156084216,0,5460173,0,0,0,0,0,0,0,"/vision_tracking/rgb_image",5306399,34533327,1540915061,132039277,1540915062
7,0,"/husky1/octomap_server","/rostopic_6696_1540915056384",175234079,0,158866842,0,8023340,0,0,0,0,0,0,0,"/husky1/octomap_full",7540997,109285116,1540915061,244915008,1540915062
7,0,"/play_1540914997769202961","/record_1540915040994989425",160993246,0,157676597,0,3057531,0,0,0,0,0,0,0,"/rgbdt_fusion/human_center_cloud2",665,382909376,1540915061,481950564,1540915062
7,0,"/play_1540914997769202961","/record_1540915040994989425",160989576,0,157646484,0,3076280,0,0,0,0,0,0,0,"/rgbdt_fusion/velodyne_points_no_human",1335076,383031349,1540915061,482033280,1540915062
